"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"18","05","UP","0518SA005","","","","","18","05","UP","0518SA005","","","18","05","05","3","15","AM","01","0","0","0","0","","SAN ANTONIO","265.3","48","70","4","2","010","E","YSA3","2","4461","7","Y","SOUTH LEAD","1","","2","ATW","400439","027","Y","","","000","","2","0","0","0","0","0","0","0","0","0","36","0","0","0","0","10","0","0","0","0","570996","101166","H310","","0","0","0","0","H310","2","1","010","672162","","48C029","0","000000","0","2","0","0","0","03","45","","","1","5","","1L","","","","293","","2018","0","0","0","0","0","0","BEXAR","029","00","00","","N","OTH","000-000-000","YSA31R-04 COUPLED INTO TRACK #2 TO PULL THE REMAINING CUT OF CARS NORTH AND SWITCH THEM ON THE NORTH","END, THE JOINT HAD NOT MADE AND WHEN THEY PULLED AWAY WITH THE CUT THE CARS ROLLED FREE OUT OF THE","SOUTH END OF TRACK #2, AND OUT TO THE 910 DERAIL WHERE THE SOUTH 10 CARS OF THE CUT DERAILED.","","","","","","","","","","","","","3","29.358019","-98.572253","2","5","L","","","LAREDO SUB",
"18","05","UP","0518SA009","","","","","18","05","VM","INDUSTRY","","","18","05","05","3","0","AM","01","0","0","0","0","","KNIPPA","291.14","48","80","4","3","004","R","RSIK","4","3400","1","Y","INDUSTRY 737","X","","4","UP","009697","003","","","","000","","4","0","0","0","0","2","0","0","0","0","0","0","95","0","0","0","0","18","0","0","6638","21790","T205","","0","0","0","0","T205","4","X","004","28428","","48C463","0","000000","0","2","0","1","0","08","","08","","1","5","","1L","","","","458","","2018","0","0","0","0","0","0","UVALDE","463","","","","N","OTH","000-000-000","RSIKP-02 UPRR CREW WAS SPOTTING TRAIN INTO CUSTOMER FACILITY (LOOP TRACK) WHEN THE TRAIN DERAILED.","TRAIN WAS ALL CLEAR OF THE MAINLINE AND THE CREW WAS DRAGGING THE TRAIN AT 5MPH.  NO BRAKES WERE USE","D DURING THE MOVE AND NO TRAIN HANDLING ISSUES WERE NOTED FROM THE EVENT RECORDER.  NO SWITCH OR DER","AIL WAS INVOLVED.  RAIL WAS MEASURED BETWEEN 58` TO 61` FOR 1400 PORTION OF TRACK.  NUMEROUS TIES WE","RE FOUND TO BE IN BAD CONDITION.  INDUSTRY MAINTAINS TRACK","","","","","","","","","","","0","29.29115","-99.65167","2","5","K","L","","DEL RIO SUB",
"18","03","UP","0318FW019","","","","","18","03","UP","0318FW019","","796099L","18","03","14","1","50","PM","07","2","0","0","0","","SWEETWATER","438.99","48","69","2","1","047","R","ZAIL","4","4882","1","Y","SINGLE MAIN TRACK","4","45.7","1","UP","004462","001","","","","000","","4","0","0","0","0","0","0","0","0","0","69","0","0","0","0","0","0","0","0","0","49734","300","M302","","0","3","0","3","M302","1","4","047","50034","","48C151","3","000000","0","1","0","1","0","09","","09","","1","5","","1L","","","","318","","2018","0","2","0","0","0","1","FISHER","151","","","","N","CWR","000-000-000","WHILE TRAVELING WEST ON THE ZAILC-14 WITH LEAD UNIT UP4462 COLLIDED WITH A SEMI TRUCK AT A CROSSING","AT MP 438.99/COUNTY ROAD 170.  THE LEAD UNIT CAME UNCOUPLED FROM THE TRAIN WHEN THE TRAILER STRUCK T","HE PIN LIFTER RESULTING IN THE REAR OF THE TRAIN UNCOUPLING AND THEN IMPACTING WITH THE LEAD UNIT TH","E CREW WAS RIDING.","","","","","","","","","","","","0","32.525858","-100.275968","1","1","Q","","","BAIRD SUB",
"18","03","UP","0318FW034","","","","","18","03","UP","0318FW034","","","18","03","29","2","5","PM","12","0","0","0","0","","FORT WORTH","249.51","48","70","2","2","011","R","YFW1","3","254","7","Y","YARD 035","1","","2","DJTX","474003","004","Y","","","000","","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","9558","2790","M407","","0","0","0","0","M407","2","1","011","12519","","48C439","0","000000","0","1","0","0","0","07","05","","","1","5","","1L","","","","302","","2018","0","0","0","0","0","0","TARRANT","439","","","","N","OTH","000-000-000","DURING HUMPING OPERATIONS; CAR DJTX474003 HIT CAR MWCX461843 DERAILING WEST SET OF TRUCKS ON MWCX461","843 AND BOTH SETS OF TRUCKS ON THE DJTX474003.  THE CNW178556 WAS ALSO DAMAGED BUT NOT DERAILED.  AT","THE TIME OF THE INCIDENT THE RAIL EQUIPMENT WAS MOVING ABOVE THE MAXIMUM FOR THE TRACK CLASS REPORT","ED","","","","","","","","","","","","1","32.72093","-97.381321","2","5","K","","","DALLAS SUB",
"18","04","SGSC","IT7233","","","","","18","04","EXMZ","INDUSTRY","","","18","04","30","10","37","PM","01","0","0","0","0","","BAYTOWN","23.8","48","72","4","2","008","R","GATX","4","0","7","Y","DOCK LEAD","X","","4","MSLX","090139","001","Y","","","000","","0","0","0","2","0","0","0","0","0","0","14","0","0","0","0","2","0","0","0","0","20000","13042","H303","H307","0","0","0","0","H303","4","X","008","33042","","48C201","0","000000","0","1","0","1","3","03","37","03","37","1","5","","3","","","","275","","2018","0","0","0","0","0","0","HARRIS","201","","","","N","OTH","000-000-000","CONDUCTOR TASKED TO REMOVE MAINLINE DERAILERS REMOVED DERAIL LOCK, BUT FAILED TO DISENGAGE DERAIL. S","WITCHMAN RIDING THE LEAD RAILCAR PROVIDING POINT PROTECTION DID NOT VERIFY THE STATUS OF THE DERAIL","DURING SHOVING MOVEMENT. BOTH ACTIONS LEAD TO RAILCAR MSLX 90139 TO DERAIL.","","","","","","","","","","","","","0","29.73361","-95.005833","2","5","K","L","","BAYTOWN",
"18","03","UP","0318FW022","","","","","18","03","UP","0318FW022","","","18","03","16","11","15","PM","11","0","0","0","0","","ABILENE","413.0","48","68","4","1","020","E","MFWB","4","5684","1","Y","SINGLE MAIN TRACK","3","45.7","1","UP","008520","002","","UP","008520","002","","2","0","2","0","0","0","0","0","0","0","82","0","16","0","0","0","0","0","0","0","56117","0","E72L","","0","0","0","0","E72L","1","3","020","56117","","48C441","0","000000","0","1","0","1","0","09","15","09","15","1","5","","1L","","","","90","","2018","0","0","0","0","0","0","TAYLOR","441","","","","N","CWR","000-000-000","THE MFWBS-16 HAD THE SECOND LOCOMOTIVE, UP8520 CATCH FIRE.  NO DERAILMENT OR TRACK DAMAGE.","","","","","","","","","","","","","","","0","32.456829","-99.843648","1","1","Q","","","BAIRD SUB",
"18","03","UP","0318HO041","","","","","18","03","UP","0318HO041","","","18","03","26","12","30","PM","13","0","0","0","0","","HOUSTON","375.8","48","75","2","1","000","E","","","0","5","N","YARD 108","1","","2","MP","950209","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","12928","0","M201","","0","0","0","0","M201","2","1","000","12928","","48C201","0","000000","0","0","0","0","0","","","","","1","5","","1L","","","","311","","2018","0","0","0","0","0","0","HARRIS","201","","","","N","OTH","000-000-000","CAR DEPARTMENT FOUND MP950209 IN MINI RIP.  THIS CAR HAD A SEVERE IMPACT AT SOME UNKNOWN POINT CAUSI","NG THE CAR CUSHIONING UNIT TO COLLAPSE DAMAGING THE SLIDING CENTER SEAL AND SUPPORT SYSTEM ASSOCIATE","D BRAKE LEVER SUPPORTS AND OTHER UNDER CARRIAGE COMPONENTS.  NO MATE CAR FOUND.  NO DERAILMENT OR TR","ACK DAMAGE.","","","","","","","","","","","","0","29.8135","-95.287909","2","5","","","","SETTEGAST IND LD",
"18","02","UP","0218FW030","","","","","18","02","UP","0218FW030","","796309Y","18","02","27","4","14","PM","07","3","0","0","0","","ODESSA","566.2","48","65","2","1","059","R","ZMQL","4","6610","1","Y","SINGLE MAIN TRACK","5","37.9","1","UP","008193","001","","","","000","","2","0","0","0","2","0","0","0","0","0","96","0","0","0","0","0","0","0","0","0","58086","2065","M302","","0","0","0","0","M302","1","5","059","60151","","48C329","0","000000","0","1","0","1","0","03","19","03","19","1","5","","1L","","","","84","","2018","0","0","0","0","0","0","MIDLAND","329","","","","N","CWR","000-000-000","TRAIN ZMQCL 27, LEAD LOCOMOTIVE UP 8193, STRUCK A SEMI TRAILER FOULING THE MAINLINE.","","","","","","","","","","","","","","","0","31.898854","-102.261553","1","1","Q","J","","TOYAH SUB",
"18","05","UP","0518FW020","","","","","18","05","UP","0518FW020","","796268W","18","05","14","4","0","PM","07","4","0","0","0","","MONAHANS","619.39","48","90","2","2","060","E","ZLAM","3","5826","1","Y","SINGLE MAIN TRACK","4","13.5","1","UP","002677","001","","","","000","","3","0","0","0","0","0","0","0","0","0","102","0","0","0","0","0","0","0","0","0","60587","303600","M302","","0","0","0","0","M302","1","4","060","364187","","48C475","0","000000","0","1","0","1","0","01","20","03","16","1","5","","1L","","","","145","","2018","0","0","0","0","0","0","WARD","475","","","","N","CWR","000-000-000","TRAIN ZLAMQ-13, LEAD LOCOMOTIVE UP2677, STRUCK AN EMPTY WATER TRUCK AT PRIVATE CROSSING.  CREW REPOR","TED NO INJURIES.  NO DERAILMENTS.  NO HAZMAT.","","","","","","","","","","","","","","0","31.550975","-103.054508","1","1","Q","","","TOYAH SUB",
"18","06","RVSC","RV18019","","","","","18","06","RVSC","RV18019","","","18","06","11","6","11","PM","01","0","0","0","0","","DONNA","24.6","48","95","2","1","008","E","RV 1","4","3825","1","Y","MISSION 100","X","","1","BNSF","728718","024","Y","","","000","","3","0","0","0","0","0","0","0","0","0","33","0","15","0","0","4","0","0","0","0","30000","21200","T316","","0","0","0","0","T316","1","X","008","51200","","48C215","0","000000","0","1","0","1","0","02","11","02","11","1","5","","3","","","","536","","2018","0","0","0","0","0","0","HIDALGO","215","","","","N","OTH","000-000-000","RV 100 WAS TRAVELING WEST WITH 3 ENGINES HLSC 3600 RVSC4103 RVSC 4101 AND 48 CARS 33 LOADS AND 15 EM","PTY CARS. AS HE WAS APPROACHING WHALEN ROAD ON THE MISSION LINE ENGINEER EXPERIENCED AN UNINITIATED","EMERGENCY BRAKE APPLICATION. TRAIN ENGINEER SAW A CLOUD OF DUST THRU HIS MIRRORS AND NOTIFIED HIS CO","NDUCTOR TO CHECK THE TRAIN. CONDUCTOR WENT TO THE BACK AND FOUND THAT 4 CARS WERE ON THE GROUND BNSF","728718(L3,L4 R3,R4), LRS 1164 (ALL WHEELS), NOKL 560922 (ALL WHEELS), FBOX 505438 (ALL WHEELS). CRE","W NOTIFIED SUPERVISOR OF DERAILMENT.","","","","","","","","","","0","26.176902","-98.084738","2","3","","","","SYSTEM",
"18","05","UP","0518HO004","","","","","18","05","UP","0518HO004","","","18","05","02","5","20","AM","12","0","0","0","0","","HOUSTON","375.7","48","75","4","1","004","E","YHO3","1","1540","7","Y","YARD 406","1","","2","LRS","001053","009","N","LRS","003962","010","N","2","0","0","0","0","0","0","0","0","0","9","0","18","0","0","0","0","2","0","0","14273","7070","M411","E24C","0","0","0","0","M411","2","1","004","21343","","48C201","0","000000","0","2","0","0","0","06","50","","","1","5","","1L","","","","257","","2018","0","0","0","0","0","0","HARRIS","201","00","00","","N","CWR","000-000-000","YHO33R-02 WAS SHOVING A CUT OF CARS INTO TRACK 406.  AS THEY WERE SHOVING IN THEY NOTICED SPARKS AND","PUT THE TRAIN INTO EMERGENCY.  LINE 9 AND 10 HAD DEAILED.  A SET OF TRUCKS FROM BOTH CARS CAME FROM","UNDERNEATH THE CARS.  NO HAZMAT RELEASE AND NO INJURIES.","","","","","","","","","","","","","3","29.812064","-95.289299","2","5","K","","","SETTEGAST IND LD",
"18","05","UP","0518FW001","","","","","18","05","UP","0518FW001","","","18","05","01","10","0","AM","01","0","0","0","0","","ODESSA","567.8","48","80","2","1","005","E","RUKU","3","15252","1","Y","YARD 102","1","","2","TILX","332568","012","Y","","","000","","2","0","0","0","2","0","0","0","0","0","109","0","0","0","0","10","0","0","0","0","677475","14520","H702","H704","0","0","0","0","H702","2","1","005","691995","","48C329","0","000000","0","1","0","1","0","06","50","06","50","1","5","","1L","","","","539","","2018","0","0","0","0","0","0","MIDLAND","329","00","00","","N","CWR","000-000-000","THE RUKUOS-26 WAS MAKING A SETOUT AT THE GRG INDUSTRY.  PRIOR TO MAKING A REVERSE MOVEMENT, THE CREW","JOB BRIEFED WITH DISPATCHER FOR A SIGNAL AT CPT568 FOR A WESTWARD MOVE LEAD TO YARD.  AFTER RECEIVI","NG THE SIGNAL, THE CONDUCTOR LINED A TRAILING POINT SWITCH AGAINST HIS MOVEMENT.  AFTER MAKING MOVEM","ENT OVER SAID SWITCH FOR THE LONG REVERSE MOVEMENT AND CUTTING OFF THE DP MOTORS THE CONDUCTOR TOLD","ENGINEER TO MOVE FORWARD TO MAKE CUT FROM DP ENGINES.  10 CARS WERE DERAILED WHEN MAKING THE FORWARD","MOVE OVER THE SAID RUN THROUGH SWITCH.","","","","","","","","","","0","31.886684","-102.284981","2","5","K","","","TOYAH SUB",
"18","05","UP","0518FW002","","","","","18","05","UP","0518FW002","","796260S","18","05","01","6","15","PM","07","8","0","0","0","","BARSTOW","639.64","48","71","2","1","060","E","ZAIL","4","5870","1","Y","SINGLE MAIN TRACK","5","40.1","1","UP","008018","001","","","","000","","4","0","0","0","0","4","0","0","0","0","93","0","0","0","0","13","0","0","0","0","2034196","340496","M302","","0","1","0","1","M302","1","5","060","2374692","","48C475","1","000000","0","1","0","1","0","06","45","06","45","1","5","","1L","","","","101","","2018","0","1","0","0","0","0","WARD","475","","","","N","CWR","000-000-000","ZAILC-01 STRUCK A VEHICLE AT THE CROSSING, CAUSING IT TO DERAIL 4 ENGINES AND 13 INTERMODAL RAILCARS",".","","","","","","","","","","","","","","0","31.460612","-103.382951","1","1","Q","","","TOYAH SUB",
"18","06","UP","0618HO045","","","","","18","06","UP","0618HO045","","","18","06","30","2","30","AM","12","0","0","0","0","","LA PORTE","1.0","48","82","4","2","004","E","LHU4","2","240","7","Y","YARD 001","1","","2","GCPX","057017","004","Y","","","000","","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","261","38375","M411","","0","0","0","0","M411","2","1","004","38636","","48C201","0","000000","0","2","0","0","0","03","29","","","1","5","","1L","","","","435","","2018","0","0","0","0","0","0","HARRIS","201","00","00","","N","OTH","000-000-000","LHU45R-29 WAS IN THE PROCESS OF HUMPING BOWL 8 AND RELEASED A CUT OF TWO CARS INTO BOWL 1.  THESE CA","RS STRUCK THE 13 EXISTING CARS IN BOWL 1 AND THE COUPLERS BYPASSED, CAUSING A WHEEL TO GO ONTO THE G","ROUND AND ABOUT 100 FEET OF ROLLED RAIL.  BR1 WENT TO SHOVE CARS SOUTH INTO THE CLEAR AND RECOGNIZED","A SET OF WHEELS ON THE GROUND AND IMMEDIATELY NOTIFIED THE MANAGER ON DUTY.  GCPX5717 DERAILED AND","UTCX 48212 NOT DERAILED OR DAMAGED.","","","","","","","","","","","3","29.675714","-95.03899","2","5","K","","","SEABROOK IND LD",
"18","04","PTRA","2018000021","","","","","18","04","PTRA","2018000021","","","18","04","16","6","0","PM","01","0","0","0","0","","DEER PARK","13.91I","48","70","3","1","005","E","JOB2","1","2100","1","Y","25752 LEAD","1","","1","OCPX","071497","003","Y","","","000","","1","0","0","0","0","0","0","0","0","0","18","0","0","0","0","3","0","0","0","0","8000","7000","E46C","T102","0","0","0","0","E46C","1","1","005","15000","","48C201","0","000000","0","1","0","1","0","07","30","07","30","1","5","","3S","","","","355","","2018","0","0","0","0","0","0","HARRIS","201","00","00","","N","OTH","000-000-000","I RECEIVED FROM THE PASADENA YARDMASTER AROUND 18:00PM THAT JOB 232 HAD DERAILED DRAGGING OUT OF OXY","DEER PARK (25-752) AND THE MAIN RUNNING TRACK. WHEN I ARRIVED I FOUND THE THIRD CARD FROM THE ENGIN","E OCPX 71497 L 1 THRU 4 WHEELS DERAILED, THE FOURTH CAR OCPX 71312 L&R 1 THRU 4 WHEELS DERAILED, AND","THE FIFTH CAR OCPX 62312 L&R 1 THRU 3 WHEELS DERAILED.","","","","","","","","","","","","0","29.720776","-95.115726","2","3","L","","","SYSTEM",
"18","05","BNSF","RD0518112","","","","","18","05","BNSF","RD0518112","","","18","05","13","9","1","AM","12","0","0","0","0","","DAYTON","46.0","48","85","2","1","015","R","YDYT","1","315","7","Y","622","1","","2","EQUX","631918","003","Y","","","000","","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","53941","0","H318","","0","0","0","0","H318","2","1","015","53941","","48C291","0","000000","0","1","0","0","1","10","28","10","28","1","5","","1L","","","","174","","2018","0","0","0","0","0","0","LIBERTY","291","","","","N","OTH","000-000-000","Y-DYT3311-12 HAD DAMAGE TO 1 RAILCAR DURING SWITCHING OPERATIONS IN YARD TRACK 662 DUE TO INADEQUATE","PRECAUTIONS WHILE KICKING RAILCARS. NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0","30.004484","-94.905781","2","5","K","","","BAYTOWN UP",
"18","05","BNSF","RD0518101","","","","","18","05","BNSF","RD0518101","","","18","05","01","5","4","PM","01","0","0","0","0","","ROGERS","204.5","48","65","3","1","005","E","LRDV","1","2486","1","Y","831","1","","4","NOKL","823388","003","N","","","000","","2","0","0","0","0","0","0","0","0","0","15","0","14","0","0","0","0","3","0","0","9400","5000","H307","H702","0","0","0","0","H307","4","1","005","14400","","48C027","0","000000","0","1","0","1","1","10","04","10","04","1","5","","1L","","","","232","","2018","0","0","0","0","0","0","BELL","027","00","00","","N","OTH","000-000-000","L-RDV0071-01 DERAILED 3 RAILCARS IN INDUSTRY TRACK 831. AFTER SHOVING THROUGH AND IMPROPERLY LINED S","WITCH. SUBSEQUENTLY DERAILED UPON CHANGING DIRECTIONS. CAUSE IS FAILURE TO CONTROL SHOVE MOVE. NO HA","ZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","0","30.931036","-97.224711","2","5","K","","","GALVESTON",
"18","05","BNSF","RD0518103","","","","","18","05","BNSF","RD0518103","","","18","05","02","1","30","AM","01","11","0","0","0","","SAGINAW","351.4","48","68","4","3","010","E","YFTW","2","3421","7","Y","8202","1","","2","BN","575509","001","N","","","000","","3","0","0","0","0","0","0","0","0","0","21","0","20","0","0","6","0","13","0","0","418479","35000","H021","","0","0","0","0","H021","2","1","010","453479","","48C439","0","000000","0","1","0","2","1","01","59","01","59","1","5","","1L","","","","162","","2018","0","0","0","0","0","0","TARRANT","439","00","00","","N","OTH","000-000-000","Y-FTW3311-01 HAD 19 RAILCARS ROLL OUT OF YARD TRACK 8202 WITH ALL DERAILING DUE TO FAILURE TO PROPER","LY SECURE HAND BRAKES ON RAILCARS. NO MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0","32.823419","-97.354036","2","5","K","","","FT WORTH",
"18","05","UP","0518HO012","","","","","18","05","UP","0518HO012","","","18","05","05","11","54","PM","12","2","0","0","0","","HOUSTON","375.24","48","70","4","1","004","E","YHO3","1","4000","7","Y","YARD 202","1","","2","GOLX","058685","032","Y","GOLX","058685","032","Y","2","0","0","0","0","0","0","0","0","0","26","0","22","0","0","3","0","0","0","0","10720","6014","M411","E29C","0","0","0","0","M411","2","1","004","16734","","48C201","0","000000","0","2","0","0","0","01","24","","","1","5","","1L","","","","586","","2018","0","0","0","0","0","0","HARRIS","201","00","00","","N","OTH","000-000-000","YHO30R-05 PULLED THE FIRST CUT OF TRACK 202 OF 51 CARS.  PREVIOUS CUT OF CARS WERE KICKED INTO THE B","OWL AND REVERSE MOVE WAS MADE, HOLDING ONTO 48 CARS.  AFTER PLACING RCL LOCOMOTIVE INTO FORWARD MOVE","MENT, THE OCU SHOWED THE LOCOMOTIVE MOVING.  THE REAR OF THE CUT WAS NOT MOVING.  THE FOREMAN WENT T","O INVESTIGATE AND FOUND THE 3 CARS DERAILED WITH THE GOLX58685 B END SET OF TRUCKS AND LADDERS AND S","UPPORTS TORN FROM BODY OF CAR.  THE TIMX901791 DERAILED THE A END SET OF TRUCKS.  THE ELTX7761 A END","SET OF TRUCKS WAS DERAILED.  PER PRELIMINARY DOWNLOAD NO TRAIN HANDLING ISSUES FOUND.","","","","","","","","","","3","29.805432","-95.288404","2","5","K","","","SETTEGAST IND LD",
"18","05","UP","0518HO016","","","","","18","05","UP","0518HO016","","","18","05","10","2","45","AM","12","6","3","0","0","","LA PORTE","1.0","48","71","4","1","004","E","LHU2","1","950","7","Y","YARD 005","1","","2","TILX","301640","013","N","","","000","","3","0","0","0","0","0","0","0","0","0","16","0","3","0","0","0","0","1","0","0","16606","1122","H702","","0","0","0","0","H702","2","1","004","26539","","48C201","0","000000","0","2","0","0","0","03","15","","","1","5","","1L","","","","436","","2018","0","0","0","0","0","0","HARRIS","201","00","00","","N","OTH","000-000-000","LHU22R-09 WAS IN THE PROCESS OF DOUBLING BOWL 9 TO BOWL 5.  CREW DRAGGED OUT SOUTHWARD OF BOWL 9, ON","CE CLEAR THE CONDUCTOR BEGAN TO SHOVE NORTHWARD INTO BOWL 5.  THE CONDUCTOR STOPPED 3 CARS LENGTHS B","EFORE COUPLING, DISMOUNTED TO CAR, GOT INTO POSITION AND CONTINUED THE COUPLING MOVEMENT.  AFTER A C","AR LENGTH OF TRAVEL, THE CONDUCTOR HEARD A BANG AND STOPPED ALL MOVEMENT.  THE 13TH CAR FROM BOWL HA","D COLLIDED INTO THE LAST CAR IN 206.","","","","","","","","","","","3","29.68329","-95.0388","2","5","K","","","SEABROOK IND LD",
"18","05","UP","0518HO016","","","","","18","05","UP","0518HO016","","","18","05","10","2","45","AM","12","0","0","0","0","","LA PORTE","1.0","48","71","4","1","000","E","","","0","5","N","YARD 005","1","","2","UTLX","660558","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","8811","0","H702","","0","0","0","0","H702","2","1","004","26539","","48C201","0","000000","0","0","0","0","0","","","","","3","5","","1L","","","","436","","2018","0","0","0","0","0","0","HARRIS","201","00","00","","N","OTH","000-000-000","LHU22R-09 WAS IN THE PROCESS OF DOUBLING BOWL 9 TO BOWL 5.  CREW DRAGGED OUT SOUTHWARD OF BOWL 9, ON","CE CLEAR THE CONDUCTOR BEGAN TO SHOVE NORTHWARD INTO BOWL 5.  THE CONDUCTOR STOPPED 3 CARS LENGTHS B","EFORE COUPLING, DISMOUNTED TO CAR, GOT INTO POSITION AND CONTINUED THE COUPLING MOVEMENT.  AFTER A C","AR LENGTH OF TRAVEL, THE CONDUCTOR HEARD A BANG AND STOPPED ALL MOVEMENT.  THE 13TH CAR FROM BOWL HA","D COLLIDED INTO THE LAST CAR IN 206.","","","","","","","","","","","0","29.68329","-95.0388","2","5","K","","","SEABROOK IND LD",
"18","08","KCS","18082801","","","","","18","08","KCS","18082801","","","18","08","28","4","45","PM","12","5","0","0","0","","BEAUMONT","0768.1","48","90","2","2","004","E","TRAC","1","4037","6","Y","TRACK 4","X","","2","TILX","281286","046","Y","","","000","","0","0","0","0","0","0","0","0","0","0","26","0","20","0","0","0","0","0","0","0","0","0","H018","","0","0","0","0","H018","2","X","004","27916","","48C245","0","000000","0","0","0","0","1","","","","","1","5","","1L","","","","203","","2018","0","0","0","0","0","0","JEFFERSON","245","00","00","","N","OTH","000-000-000","PULLED INTO TRACK 4.  KICKED 2 CARS INTO TRACK 5.  CUT ADDITIONAL 2 CARS & WHILE KICKNG THOSE 2 CARS","TO TRACK 5, CARS FROM TRACK 4 ROLLED OUT & SIDE SWIPED CARS IN TRACK 5.  MP 768.1 BEAUMONT SUBDIVIS","ION","","","","","","","","","","","","","0","30.059469","-94.086607","2","5","K","","","BEAUMONT",
"18","07","UP","0718ES036","","","","","18","07","UP","0718ES036","","","18","07","01","6","45","AM","09","0","0","0","0","","TOYAH","665.98","48","85","1","1","010","E","","4","0","A","Y","SINGLE MAIN TRACK","3","40.1","1","SDAG","000908","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","10959","0","H993","","0","0","0","0","H993","1","3","010","10959","","48C389","0","000000","0","2","0","0","0","07","45","","","1","5","","1L","","","","312","","2018","0","0","0","0","0","0","REEVES","389","","","","N","CWR","000-000-000","OPERATORS ON THE SDAG0908 WERE SPIKING OUT AT THE END OF THE DAY FINISHING UP THEIR WORK.  EMPLOYEES","FAILED TO PIN UP THE NIPPER FRAME OUT OF THE WAY TO ALLOW THE OTHER MACHINES TO FINISH.  NIPPER MAD","E CONTACT WITH CROSSING DAMAGING THE NIPPER.  NO DAMAGE TO CROSSING, NO EMPLOYEE INJURED, NO DERAILE","D EQUIPMENT.","","","","","","","","","","","","0","31.313217","-103.790867","1","2","N","","","TOYAH SUB",
"18","09","UP","0918HO043","18","09","ATK","155431","18","09","UP","0918HO043","","743688E","18","09","21","1","33","PM","07","0","0","0","0","","MISSOURI CITY","17.62","48","78","2","2","000","","","3","0","","","MAIN LINE 2","6","29.8","1","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16732","M302","","0","0","0","0","M302","1","6","057","55448","","48C157","0","000000","0","0","0","0","0","","","","","1","5","","1L","","","","248","","2018","0","0","0","0","0","0","FORT BEND","157","","","","","OTH","000-000-000","AMTRAK TRAIN, AMT2-19, LEAD UNIT AMTK113, TRAVELING EAST ON MAIN TRACK 2, STRUCK A TRAILER FOULING M","AIN TRACK AT CRAVENS RD.  NO INJURIES TO TRAIN CREW OR DRIVER OF TRACTOR TRAILER.  NO CITATIONS ISSU","ED TO DRIVER.  AMTRAK EQUIPMENT DAMAGE = $38,716","","","","","","","","","","","","","","29.623809","-95.526185","1","1","","","","GLIDDEN SUB",
